Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen
1,1,18598,1031,3286,4124,958,950
2,3,10977,3343,4886,328,1449,2165
1,1,5972,7545,10587,953,2913,1740
1,3,3377,6469,14231,545,9248,3099
1,3,8663,2206,1555,1555,208,388
1,1,13370,147,290,1878,-155,460
1,3,15985,5593,2720,873,876,886
2,3,8185,3940,2215,6485,1063,436
2,2,2706,1508,1314,1245,-251,225
2,3,6058,23057,33510,6670,18518,5045
1,3,6307,1544,4424,7367,-111,1377
1,3,29286,7721,16726,192,123,1151
2,1,10834,18427,5203,5141,2002,3720
2,3,31646,521,1527,3274,143,647
2,3,11537,5453,5694,898,837,818
2,3,8945,2401,2353,5474,4063,1457
2,3,55928,4408,1969,6267,575,3166
2,2,53543,5297,7674,3350,1305,1156
2,2,8789,4481,1753,-77,376,144
2,3,7865,1117,1101,6825,56,294
2,3,23596,1711,2016,1321,768,994
2,3,2622,1584,7153,4793,3363,880
2,3,586,9192,14958,-426,5493,778
2,3,5439,23057,13229,9685,360,3166
1,3,966,10157,22576,2615,5276,2957
1,1,20529,858,2212,3611,373,3264
2,3,11636,7781,19575,797,6102,426
2,3,14983,23,903,2281,98,-31
1,2,4816,1128,1071,5596,293,152
1,3,2201,5125,1681,1238,265,1668
2,3,219,8028,6574,234,-202,745
1,3,36689,2917,1365,4674,82,1696
1,3,596,1405,1543,446,461,855
1,3,235,1165,-222,417,-349,-66
1,3,27427,3275,6490,4005,129,2029
2,2,8649,417,271,16507,209,-273
1,2,12088,2712,2938,6240,669,1804
2,3,17859,6699,10193,1792,4119,2220
1,3,3801,3319,2866,1412,602,1539
2,3,12438,7308,6435,1293,2528,2279
1,3,48857,3759,4046,5764,835,1198
1,2,26213,4059,2459,10749,760,1830
2,3,68775,4235,12433,8516,575,2230
1,3,40401,787,3747,1189,583,165
1,3,7219,2317,1312,1689,1296,198
2,2,15383,2131,2857,8395,415,1056
1,1,16115,449,1151,703,300,113
1,3,43200,700,885,1802,446,436
2,3,2647,2099,2581,441,904,1461
1,2,6503,3835,3742,2988,693,1167
2,3,2375,2623,3866,3375,362,597
2,3,3984,11091,12457,890,5940,729
1,1,21208,1948,6485,844,746,1789
1,3,7618,1927,5264,447,2238,284
1,1,19226,1443,3782,3184,849,1037
1,3,7871,2980,6767,1236,3493,312
1,1,7091,4893,10298,1267,4871,1370
1,1,911,1346,2527,731,757,726
1,3,16151,5946,6063,527,2365,1708
1,2,5347,13380,20463,1873,8816,236
1,3,2657,5073,9556,135,6007,326
2,3,2270,3359,13500,163,9740,-270
1,3,164,7463,24776,620,11786,2413
2,3,642,13338,9251,1198,4308,610
1,3,5973,12372,21075,1345,7063,1048
1,3,17014,2061,2529,836,38,612
2,3,7414,1447,3434,843,684,1083
2,3,809,20546,13458,1356,6737,697
2,3,6591,1049,1962,12126,-144,674
1,3,29797,2497,8442,3208,533,279
1,2,2337,3937,19372,1474,17320,342
1,3,9667,808,2288,4330,66,180
2,3,10365,1543,7395,1231,605,981
2,3,1459,14962,11904,642,3871,3488
2,3,6736,984,1810,2288,-308,668
2,3,932,2838,5864,728,571,1387
2,3,11321,2234,3079,1642,227,-428
1,3,9947,25259,17833,1316,12596,1813
1,2,1561,3483,2067,301,62,621
2,3,9602,2344,5614,3161,675,1560
2,3,15943,775,3377,3765,1532,291
1,1,13840,1424,12073,1395,2159,1053
2,3,25994,3604,2481,2386,157,1109
2,3,33085,17152,13994,61237,1640,5977
2,3,4318,1514,1335,3402,291,738
2,2,722,1079,1844,594,268,702
1,1,16444,1720,2900,7360,-279,1045
2,3,5612,1985,5082,5626,991,1238
2,3,9448,1444,4767,3228,-160,701
1,3,11471,15129,27087,1482,9854,1350
2,3,22682,3577,1808,2569,539,2963
1,3,8578,4993,67311,144,38115,1228
1,3,17218,1323,3138,11954,727,3881
2,2,27286,7021,10994,1569,4315,2343
1,3,14174,1715,1534,854,350,982
2,3,9668,1664,2928,8487,759,1185
1,1,317,647,7335,15915,329,864
2,3,2807,1378,5522,9774,763,2132
2,1,62,3706,9351,69,6952,1052
1,2,1990,5433,10908,437,4832,1828
1,3,117,5620,5785,211,4457,1190
2,3,1663,6938,26290,1430,15443,11
1,3,3306,1435,2026,2497,480,642
2,3,1599,3003,8736,803,4244,704
2,3,3149,7317,15919,3071,6978,1493
1,3,27220,7024,12151,2649,4461,862
2,3,3101,2053,1701,1014,857,338
2,3,5827,14487,20367,1851,12064,291
1,2,3979,1557,2455,2254,631,1453
2,3,1348,10182,22432,1879,12776,3275
2,3,333,831,1258,555,-185,-80
2,3,193,6340,21279,304,8758,1187
1,1,14110,7464,2619,6457,1404,2412
2,3,142,679,1964,197,136,79
2,3,22466,-86,-2,2937,-211,328
1,1,-371,867,21864,-271,6339,-298
1,3,338,18243,1239,5693,115,3679
1,3,711,5793,2024,255,147,691
1,3,19416,2542,1676,2271,138,173
1,3,4470,343,600,942,-105,141
2,3,2245,1725,2577,684,303,836
1,3,4708,1078,4519,272,1416,395
2,1,2532,790,1441,1020,431,385
2,1,4595,6031,7928,1522,4418,3008
1,1,9169,1825,1272,781,-170,55
2,1,3511,928,568,1491,286,376
2,3,22389,1250,2460,2100,155,612
2,3,6061,187,533,939,-109,146
2,3,39423,3688,4699,1108,267,1979
2,1,20520,2302,2354,8579,1131,1205
1,3,4114,4031,1871,1106,627,5059
1,2,14715,5896,7037,1143,1555,2752
2,3,6675,2593,2005,1829,648,1023
2,3,5668,1277,989,424,303,-103
1,3,3229,8723,13679,5734,4759,1519
2,3,38476,2837,2331,717,-221,925
2,3,3104,3173,1781,161,-53,993
1,3,4402,5518,10745,484,1167,533
1,3,28627,1314,2516,4251,970,640
2,3,17957,4778,1804,10114,433,719
1,3,34903,7884,8918,2989,2160,3342
2,3,1624,1167,3253,3809,200,164
1,3,11141,22316,15858,4093,740,5578
2,3,11778,1065,1757,2726,335,1211
1,3,1500,3914,3151,2239,647,1261
1,3,21313,2311,1968,2355,626,1356
1,3,10010,1073,1397,1902,425,631
2,2,9705,1850,1742,3339,547,1004
1,3,2983,812,959,5133,-58,631
2,3,2912,3026,2578,1172,360,2092
2,3,469,4131,3551,610,73,605
1,3,23613,6711,3823,8601,366,800
2,3,12447,935,3274,1468,219,522
1,3,10064,1778,1725,3383,1303,752
2,3,4426,11902,9256,2555,3289,2124
2,3,11174,1305,1067,6477,-297,382
2,1,11260,850,400,5208,-108,65
2,3,9773,738,1096,1762,630,536
2,3,4118,578,910,3248,-175,686
1,3,26961,2595,1922,13017,-114,1696
2,3,26191,4405,4743,-128,-338,-8
1,3,25170,10570,4168,-309,196,-148
1,3,18515,5055,3886,4766,1356,1157
1,3,7173,1335,1456,2358,882,667
1,3,25114,5058,5074,9854,1140,1008
1,3,7136,12618,18457,2628,7657,327
2,1,7985,3608,6135,1374,2458,72
1,1,8302,3228,5694,1943,1717,4731
1,3,6192,1655,4122,948,1419,1451
1,3,1876,3039,3031,1285,-15,4115
1,1,-401,3107,11902,-400,2472,-436
2,3,5076,4952,6726,17959,1005,2528
1,1,6267,2288,3715,5977,1433,588
1,1,7713,5917,8423,1562,3411,1745
2,3,4536,11087,11055,995,6875,1140
1,3,5555,5989,11545,854,3975,1553
1,3,416,8250,18378,-111,6496,532
2,2,8942,3864,2304,714,1661,1602
2,3,4126,4936,12897,-305,6488,1063
2,3,17414,5198,9404,1382,3766,2135
2,3,26359,1336,4131,789,907,1177
2,3,17248,3369,4340,742,1486,351
1,3,16902,2806,12154,796,3135,171
2,3,11123,2288,2473,15228,-12,1766
2,1,13565,9778,14747,3572,5510,2325
2,3,30836,16511,5253,14906,263,987
1,1,2912,5835,4775,2063,715,182
2,2,8305,1448,3278,-255,-218,2199
1,3,3496,4629,16882,974,640,2479
1,3,8509,5482,5136,13462,1353,1474
2,3,21235,1280,4872,387,1446,513
2,3,2395,3631,1906,1954,769,1862
2,2,16593,3784,7856,550,2233,700
1,3,29536,11884,15860,12968,15,2037
1,3,38893,1096,429,4175,-242,2011
2,1,14560,15517,30272,466,14870,1896
2,3,10132,1823,2074,880,10,1967
2,3,2556,1467,2279,-166,246,-179
1,3,13093,10080,7985,638,3098,1762
2,1,7545,10298,10056,2250,3781,2264
2,3,6164,8619,7495,2216,3327,7655
1,3,13234,1165,4190,6373,476,1757
2,3,23109,5904,7692,4409,2271,5679
2,3,9303,8149,5016,556,1685,1341
2,3,11796,2869,6645,150,2810,215
1,3,7837,5214,9684,1927,3579,2824
1,3,5503,3188,5732,-35,1256,290
2,3,5923,11010,18798,1076,7342,2015
1,2,2943,4980,12551,3977,5554,1321
1,1,13365,1343,4742,1639,768,716
2,3,31496,12101,11539,69,3663,2713
2,2,21305,6296,15070,3183,6795,690
2,1,24959,9771,12397,600,5364,2474
1,3,9796,657,3364,-60,507,-45
1,2,1087,8883,12188,201,4575,1147
2,1,5952,6233,3009,915,446,4554
2,3,18918,6644,10416,2522,3084,3498
2,3,7948,2663,9632,837,2686,669
1,3,17484,4457,4540,1004,2197,2062
1,3,5134,438,1577,2950,-58,136
2,3,31437,2078,4630,9569,2542,4495
1,2,26588,36638,22234,5369,4552,16738
2,3,22968,10097,14113,3236,4803,6099
2,3,15872,3937,7302,-92,3710,-236
1,2,10202,1265,3165,3455,546,1137
1,3,14641,1168,3410,850,465,883
1,3,3891,20262,25735,936,8382,4984
1,3,43076,2088,2597,1188,1095,811
1,1,19041,3836,11333,1374,2360,3189
2,3,2890,4617,3411,2366,1098,1263
1,2,21856,1542,3110,490,1142,629
1,3,29815,4872,7412,6216,447,1169
1,3,1462,1939,2222,385,443,355
2,3,373,5176,10776,518,3924,121
2,3,30132,4539,5605,1906,1039,4803
2,3,15548,10936,12857,2300,6886,1094
2,3,4717,15855,16835,159,7082,559
2,3,56353,749,1096,10196,406,3110
1,3,24272,4579,5004,9757,1392,6111
2,3,18954,2843,5734,1811,2353,2580
1,3,10981,7686,15092,319,7030,177
1,1,594,11059,23962,751,9493,36
2,1,9286,6643,10087,157,4234,-319
2,3,5632,22495,21982,2191,7804,5436
2,3,3365,14331,22217,1930,7054,1714
2,3,44060,53853,55165,7376,23765,6059
2,1,11637,6270,10986,702,5239,1594
2,3,5206,21651,29160,2037,13822,1402
2,1,6723,1549,2434,4314,1063,2616
2,1,3090,3794,6739,-18,1281,44
1,3,40666,3861,5821,477,2532,1223
2,3,334,10316,11375,587,5454,67
1,3,27715,1835,2333,2822,590,1719
1,3,4997,3416,4738,790,1757,863
2,3,4446,30240,27214,2964,18088,1688
1,3,5533,10049,10603,154,7688,1398
2,3,14154,2345,2023,971,602,811
1,2,6318,5541,8221,310,3265,1784
2,3,8868,3323,8132,374,4373,503
2,3,36043,38470,59699,3355,26802,2118
1,3,8042,6464,6763,4373,4293,1183
1,3,9198,11403,15577,2698,7479,1097
2,3,4354,821,2844,3318,841,739
1,3,129,21003,45872,80,24275,1467
2,2,388,1913,7796,554,3847,406
2,3,20112,6958,13661,1455,5340,1033
1,3,2151,6965,3698,5575,493,2800
1,3,8678,3146,1619,1105,982,470
1,1,16298,1630,2795,10236,-291,958
1,3,18136,1111,20887,5218,4018,14317
1,3,4313,5032,2554,8765,1214,74
2,3,19685,5118,8499,7918,550,434
1,3,7890,6043,9494,985,1601,1480
1,3,20500,1239,105,4509,105,1077
1,3,1113,3983,6928,7926,925,1290
1,3,12449,12941,28784,1113,12278,1253
2,3,10736,1145,2037,2066,271,137
2,3,1958,3577,3973,1186,1520,1971
1,3,6982,806,2986,407,587,506
2,3,-193,9128,13991,-129,7406,-256
1,1,9920,8790,10567,295,3095,1900
2,3,21056,1745,1965,2502,732,954
2,3,11426,2886,4373,737,3396,-321
1,3,15649,45729,92312,558,40359,2476
1,3,22985,73558,32174,1047,20130,963
1,3,42925,4685,7777,5972,1239,14011
1,3,7975,653,4153,9846,276,157
1,2,25149,4081,5575,3688,699,3423
2,1,11730,921,1963,3672,394,685
1,3,12657,2665,2433,8596,530,1020
1,3,9124,27398,31960,3158,18832,5056
2,3,11218,2994,1966,34913,-25,2602
2,3,5481,12075,11178,61,4893,99
1,1,-201,2716,6048,236,19,505
1,3,365,2958,8460,487,4216,559
2,3,518,369,725,889,169,178
2,3,191,-200,466,583,-256,-180
2,3,9581,2105,1832,5562,138,246
1,2,11227,7412,11777,2885,7668,2662
2,2,1789,11179,16636,1962,7135,2207
2,3,3305,6832,8050,2934,4946,1759
1,3,56135,3557,8959,18081,1533,2551
2,1,14096,2128,3441,1332,1487,544
1,3,15855,1282,4238,1178,407,1646
1,3,1027,5910,10277,-294,6403,1404
1,3,9201,11050,15290,2875,9373,1842
1,3,1938,8804,7388,654,2912,1643
2,2,953,16276,28533,220,383,-450
1,3,12077,1907,1953,2535,428,1906
2,3,12922,11457,17912,1148,6800,1862
1,3,19399,3123,2822,9206,836,3061
1,3,14225,2082,1520,3007,372,1348
1,3,18301,1337,2257,2812,375,1523
1,3,10848,507,2702,2429,-10,324
1,3,11021,2369,3203,1365,158,70
2,3,6516,3406,4906,1173,-155,686
2,3,20278,2120,2591,5572,640,1162
1,1,8698,2784,2587,4336,706,1075
2,3,17627,1667,3879,2884,641,1603
2,1,4365,3579,1843,2740,609,600
2,3,12444,433,477,2223,257,1092
2,3,10949,10548,8593,1973,1755,-78
1,1,36334,1926,3245,5071,784,1905
2,1,76668,3904,7533,16969,1209,1349
2,3,18719,1340,1158,7695,-151,-17
1,1,21932,7710,11152,1347,2853,3216
1,3,271,8978,3954,273,1193,134
1,3,41918,532,1116,1324,16,1425
2,3,7225,2504,775,6392,471,987
2,1,2397,885,610,642,366,606
1,1,15077,2206,2653,750,1129,502
2,2,9735,1343,1536,737,557,697
2,3,7234,1728,2020,566,-107,383
1,1,6457,1446,2748,1327,356,483
1,3,4767,8721,7172,4717,2589,1684
1,3,3452,8445,8647,1026,1086,401
1,3,13708,4428,5205,326,420,3442
1,3,5491,5083,3447,929,741,1033
2,3,18118,4775,7800,2774,1455,3111
1,1,30354,13227,5164,296,26,1425
2,3,37334,7450,8551,3293,318,301
1,2,10032,1223,723,8052,26,-55
2,1,18980,3830,2141,271,669,354
2,3,22108,8453,34861,111,12660,4499
1,3,7686,1853,2094,843,-10,437
2,3,9091,3261,2595,1174,970,414
2,1,6216,876,834,4344,575,726
1,1,31342,963,1181,330,-357,970
1,3,15830,1430,1370,458,-225,672
1,3,1574,3613,2307,816,540,2059
1,3,18854,1385,3149,3015,366,198
2,1,3793,9580,2698,1109,632,1957
2,3,688,121,203,141,73,74
2,3,2343,11044,19814,587,11931,2507
1,3,3581,5042,14606,68,6445,2933
2,3,17437,1030,2138,3042,475,82
1,3,2802,6511,9559,871,3945,1623
2,3,100,7449,14427,143,7822,48
1,3,1945,3871,13042,1044,4644,2377
1,3,12193,299,42,851,-238,1992
2,3,14697,1544,3330,2185,-248,130
1,3,5562,15757,26901,2398,13757,477
2,2,5231,7610,8591,2547,3681,245
2,3,15666,12704,19909,4476,7159,2430
1,3,5002,6901,9350,1173,5153,3817
2,3,3130,3399,3472,609,1884,897
1,2,5988,914,982,1572,258,608
1,3,5053,356,1794,2038,-292,389
2,3,269,8684,13439,1125,7024,332
1,3,-87,25575,19529,364,8486,5963
1,3,1159,5683,6740,537,3044,911
1,3,592,7755,19883,1015,9914,794
1,3,598,1520,5553,2827,465,1754
2,3,2431,7933,11962,140,4284,1785
1,3,46083,7401,6979,7811,1975,673
1,3,13014,7585,4788,2007,275,2886
1,1,10852,6925,4795,1002,-30,245
2,3,2869,4600,2212,4189,-15,1877
1,1,12523,6203,9054,569,1549,2961
2,3,112650,30126,18647,17244,5447,9049
1,3,307,8146,10131,56,6520,-231
2,3,37120,44223,20443,36807,512,48216
2,2,277,868,4660,24,284,-39
1,3,8648,6926,1617,2659,536,725
2,3,3106,618,951,3567,1046,824
1,3,2217,7781,9598,6048,3238,-218
2,3,7589,7188,11236,2307,6388,-47
1,2,913,11656,11601,354,4106,1935
2,2,17388,6702,2433,7784,570,516
1,2,13943,614,1700,1209,362,403
2,3,5780,1732,2522,818,458,680
2,3,-70,3235,20042,709,5368,416
2,3,6707,612,2574,406,-45,742
1,3,16934,5050,5141,7799,241,1666
1,3,30283,6868,4556,18370,422,2535
1,3,2398,7068,10362,1098,4285,1439
2,3,11858,2326,6996,3699,764,869
2,3,10080,2690,2522,930,812,757
2,1,2843,13016,22903,3717,9735,507
1,3,4736,14651,24960,3801,14487,1933
2,1,24818,11102,9105,4680,-101,6469
2,3,381,483,2014,267,752,-184
2,3,2308,1243,5578,1735,357,1680
1,2,967,11571,23456,815,9125,570
2,3,6346,753,923,851,261,258
1,2,2603,4799,6151,3008,5378,182
1,3,1828,4039,6129,2150,3672,1097
1,2,5902,13081,17119,1216,12772,1149
2,3,18209,1537,1035,1443,-114,1742
1,2,12561,28768,40136,5178,19852,3312
2,3,7557,1278,2328,1557,506,2041
2,3,3262,6547,6806,1274,3906,1160
1,3,2133,6322,11135,684,5728,562
2,3,2869,10828,15601,1437,5891,2451
2,3,2364,16431,36318,11,13140,506
1,1,18249,1680,2251,2737,335,1363
2,3,160,7646,15347,1427,4939,6514
1,2,4289,501,1524,2440,220,264
2,3,14866,1010,1493,1876,167,860
1,1,5834,7941,11084,529,4605,677
2,3,5176,1250,2991,7631,391,510
2,3,2622,2359,5097,5444,620,1192
1,3,7693,1078,1918,1203,489,1078
1,3,13167,3730,4644,1147,1248,1273
1,3,20624,5763,9054,1601,2410,1395
2,3,4440,2602,1961,2684,661,1087
2,3,2234,942,937,1315,5127,568
2,1,8456,2546,2301,6645,494,780
2,3,10579,5496,5122,7828,462,1644
2,3,1921,10255,3405,1016,1143,67
2,3,25626,1444,3502,302,-52,498
2,2,709,4729,3061,682,154,-248
1,3,16004,3104,4234,4661,726,2964
2,3,1979,6521,2965,1359,1357,436
1,3,8277,462,2689,1954,57,-133
2,3,18488,3634,389,4430,-176,1011
2,1,7339,451,561,1088,48,192
1,3,47138,2212,3424,4888,473,1898
2,2,22561,4040,7506,11887,808,3029
2,3,24644,1516,2190,1931,127,762
1,1,18325,758,3013,3851,685,677
2,3,11554,3920,5463,905,2026,2742
2,3,6579,8152,11194,1560,3520,2347
2,2,3543,6635,14397,711,9414,3265
2,3,8731,2274,1623,1623,276,456
2,3,13923,700,843,2431,398,1013
2,1,15443,5051,2178,331,334,344
2,3,7896,3651,1926,6196,774,147
1,3,3260,2062,1868,1799,303,779
1,3,5921,22920,33373,6533,18381,4908
1,3,7114,2351,5231,8174,696,2184
1,3,29109,7544,16549,15,-54,974
2,2,10434,18027,4803,4741,1602,3320
1,3,31863,738,1744,3491,360,864
2,3,10728,4644,4885,89,28,9
1,1,8527,1983,1935,5056,3645,1039
2,1,55965,4445,2006,6304,612,3203
2,3,53306,5060,7437,3113,1068,919
2,3,8778,4470,1742,-88,365,133
2,3,8034,1286,1270,6994,225,463
1,1,23606,1721,2026,1331,778,1004
2,3,2245,1207,6776,4416,2986,503
1,3,704,9310,15076,-308,5611,896
2,3,5760,23378,13550,10006,681,3487
1,1,646,9837,22256,2295,4956,2637
2,2,20852,1181,2535,3934,696,3587
1,3,11484,7629,19423,645,5950,274
2,1,14988,28,908,2286,103,-26
2,3,4920,1232,1175,5700,397,256
1,3,1713,4637,1193,750,-223,1180
2,3,140,7949,6495,155,-281,666
1,1,37089,3317,1765,5074,482,2096
2,3,1076,1885,2023,926,941,1335
1,3,1001,1931,544,1183,417,700
1,1,28277,4125,7340,4855,979,2879
2,3,8722,490,344,16580,282,-200
2,1,12099,2723,2949,6251,680,1815
1,2,16999,5839,9333,932,3259,1360
2,3,3348,2866,2413,959,149,1086
2,2,12620,7490,6617,1475,2710,2461
1,3,49312,4214,4501,6219,1290,1653
1,3,25702,3548,1948,10238,249,1319
2,3,69286,4746,12944,9027,1086,2741
1,1,40623,1009,3969,1411,805,387
1,3,6903,2001,996,1373,980,-118
2,3,15064,1812,2538,8076,96,737
1,3,16486,820,1522,1074,671,484
1,1,42679,179,364,1281,-75,-85
1,1,3187,2639,3121,981,1444,2001
1,3,6145,3477,3384,2630,335,809
2,3,2474,2722,3965,3474,461,696
1,3,3572,10679,12045,478,5528,317
2,3,21319,2059,6596,955,857,1900
1,3,7131,1440,4777,-40,1751,-203
2,3,19389,1606,3945,3347,1012,1200
1,3,8507,3616,7403,1872,4129,948
1,1,7251,5053,10458,1427,5031,1530
2,3,241,676,1857,61,87,56
1,2,16075,5870,5987,451,2289,1632
2,3,5604,13637,20720,2130,9073,493
1,2,3214,5630,10113,692,6564,883
1,3,2361,3450,13591,254,9831,-179
1,3,525,7824,25137,981,12147,2774
2,1,-207,12489,8402,349,3459,-239
2,3,6731,13130,21833,2103,7821,1806
2,3,17378,2425,2893,1200,402,976
1,3,6494,527,2514,-77,-236,163
1,3,796,20533,13445,1343,6724,684
2,3,6794,1252,2165,12329,59,877
1,3,29492,2192,8137,2903,228,-26
2,3,2377,3977,19412,1514,17360,382
2,3,9890,1031,2511,4553,289,403
1,1,10939,2117,7969,1805,1179,1555
2,3,1390,14893,11835,573,3802,3419
2,2,6754,1002,1828,2306,-290,686
2,3,1502,3408,6434,1298,1141,1957
2,3,11390,2303,3148,1711,296,-359
2,3,9823,25135,17709,1192,12472,1689
1,3,1360,3282,1866,100,-139,420
2,3,8944,1686,4956,2503,17,902
2,3,15643,475,3077,3465,1232,-9
1,1,13191,775,11424,746,1510,404
2,2,25988,3598,2475,2380,151,1103
1,3,32263,16330,13172,60415,818,5155
1,1,4410,1606,1427,3494,383,830
1,3,531,888,1653,403,77,511
2,1,16633,1909,3089,7549,-90,1234
1,3,4696,1069,4166,4710,75,322
2,3,9555,1551,4874,3335,-53,808
1,3,11100,14758,26716,1111,9483,979
1,3,22042,2937,1168,1929,-101,2323
2,2,8133,4548,66866,-301,37670,783
1,3,17309,1414,3229,12045,818,3972
2,3,27231,6966,10939,1514,4260,2288
2,3,13567,1108,927,247,-257,375
1,3,9243,1239,2503,8062,334,760
1,3,410,740,7428,16008,422,957
2,3,2857,1428,5572,9824,813,2182
2,1,10,3654,9299,17,6900,1000
1,3,2250,5693,11168,697,5092,2088
1,3,-7,5496,5661,87,4333,1066
2,3,1796,7071,26423,1563,15576,144
1,3,3503,1632,2223,2694,677,839
1,3,1044,2448,8181,248,3689,149
2,3,3258,7426,16028,3180,7087,1602
1,3,27280,7084,12211,2709,4521,922
2,2,3530,2482,2130,1443,1286,767
2,3,6423,15083,20963,2447,12660,887
1,3,3077,655,1553,1352,-271,551
1,3,981,9815,22065,1512,12409,2908
1,3,269,767,1194,491,-249,-144
2,3,-209,5938,20877,-98,8356,785
2,3,13754,7108,2263,6101,1048,2056
2,3,383,920,2205,438,377,320
1,3,22337,-215,-131,2808,-340,199
2,3,46,1284,22281,146,6756,119
1,2,887,18792,1788,6242,664,4228
1,3,1035,6117,2348,579,471,1015
2,3,19954,3080,2214,2809,676,711
1,3,4422,295,552,894,-153,93
2,2,2261,1741,2593,700,319,852
2,3,4937,1307,4748,501,1645,624
2,3,2650,908,1559,1138,549,503
2,3,4990,6426,8323,1917,4813,3403
2,3,9933,2589,2036,1545,594,819
2,3,3210,627,267,1190,-15,75
2,3,22666,1527,2737,2377,432,889
2,3,6445,571,917,1323,275,530
1,3,39487,3752,4763,1172,331,2043
1,1,20059,1841,1893,8118,670,744
2,1,3996,3913,1753,988,509,4941
1,3,15001,6182,7323,1429,1841,3038
1,3,6600,2518,1930,1754,573,948
2,3,5693,1302,1014,449,328,-78
2,1,3585,9079,14035,6090,5115,1875
2,3,38686,3047,2541,927,-11,1135
2,3,2771,2840,1448,-172,-386,660
1,3,3985,5101,10328,67,750,116
2,1,28519,1206,2408,4143,862,532
2,1,18259,5080,2106,10416,735,1021
2,3,34064,7045,8079,2150,1321,2503
1,2,1880,1423,3509,4065,456,420
1,2,10354,21529,15071,3306,-47,4791
2,3,11170,457,1149,2118,-273,603
1,2,1534,3948,3185,2273,681,1295
2,3,20636,1634,1291,1678,-51,679
1,3,9907,970,1294,1799,322,528
2,3,9880,2025,1917,3514,722,1179
2,3,3686,1515,1662,5836,645,1334
1,3,2783,2897,2449,1043,231,1963
2,3,903,4565,3985,1044,507,1039
2,3,23154,6252,3364,8142,-93,341
1,3,11903,391,2730,924,-325,-22
1,3,9503,1217,1164,2822,742,191
1,1,4324,11800,9154,2453,3187,2022
2,2,11502,1633,1395,6805,31,710
2,3,11450,1040,590,5398,82,255
2,1,9959,924,1282,1948,816,722
2,3,4708,1168,1500,3838,415,1276
1,3,26780,2414,1741,12836,-295,1515
2,3,26221,4435,4773,-98,-308,22
2,3,25747,11147,4745,268,773,429
2,2,17695,4235,3066,3946,536,337
2,1,7126,1288,1409,2311,835,620
1,3,24934,4878,4894,9674,960,828
2,3,7332,12814,18653,2824,7853,523
2,3,8547,4170,6697,1936,3020,634
2,3,8285,3211,5677,1926,1700,4714
2,1,6713,2176,4643,1469,1940,1972
1,1,2313,3476,3468,1722,422,4552
2,3,173,3681,12476,174,3046,138
2,3,5425,5301,7075,18308,1354,2877
1,1,5743,1764,3191,5453,909,64
2,2,7947,6151,8657,1796,3645,1979
1,2,3945,10496,10464,404,6284,549
2,3,4833,5267,10823,132,3253,831
1,1,879,8713,18841,352,6959,995
2,3,8369,3291,1731,141,1088,1029
2,3,4166,4976,12937,-265,6528,1103
1,3,17231,5015,9221,1199,3583,1952
2,3,26581,1558,4353,1011,1129,1399
2,2,17755,3876,4847,1249,1993,858
2,3,16946,2850,12198,840,3179,215
1,3,11164,2329,2514,15269,29,1807
2,3,13234,9447,14416,3241,5179,1994
1,3,31244,16919,5661,15314,671,1395
2,3,2904,5827,4767,2055,707,174
2,2,8709,1852,3682,149,186,2603
1,3,2757,3890,16143,235,-99,1740
2,3,8631,5604,5258,13584,1475,1596
1,3,21614,1659,5251,766,1825,892
2,1,1939,3175,1450,1498,313,1406
1,3,17108,4299,8371,1065,2748,1215
2,3,29459,11807,15783,12891,-62,1960
2,3,39507,1710,1043,4789,372,2625
1,3,14844,15801,30556,750,15154,2180
1,3,10362,2053,2304,1110,240,2197
2,3,3279,2190,3002,557,969,544
